,"Treated P1",,"Treated P2",,"Treated P3",,"Untreated 1",,"Untreated 2",,"Untreated 3"
961.955,112.16523,961.955,108.2574,961.955,111.16817,961.955,126.46219,961.955,113.42826,961.955,141.79198
960.346,109.76303,960.346,113.06639,960.346,107.90656,960.346,124.5711,960.346,108.02978,960.346,133.03545
958.737,112.82427,958.737,110.7702,958.737,103.12182,958.737,123.25008,958.737,106.88442,958.737,136.97162
957.127,115.8652,957.127,110.83504,957.127,96.96078,957.127,124.39701,957.127,103.68372,957.127,137.54466
955.517,118.63108,955.517,111.21259,955.517,92.0992,955.517,122.86097,955.517,101.98538,955.517,132.3271
953.907,119.24883,953.907,110.87213,953.907,91.06317,953.907,125.35981,953.907,99.99675,953.907,127.00109
952.296,118.85353,952.296,104.24219,952.296,92.87644,952.296,127.15169,952.296,100.89246,952.296,122.744
950.685,119.48841,950.685,105.54568,950.685,90.63195,950.685,128.35052,950.685,105.31082,950.685,122.79022
949.074,120.88448,949.074,101.88241,949.074,90.99971,949.074,119.8983,949.074,101.69317,949.074,121.34905
947.462,116.91874,947.462,101.789,947.462,91.84858,947.462,116.8926,947.462,97.09211,947.462,117.07018
945.85,118.267,945.85,98.39269,945.85,85.15521,945.85,119.25873,945.85,91.61989,945.85,108.28292
944.238,117.05074,944.238,101.87419,944.238,84.53561,944.238,115.35186,944.238,93.73199,944.238,99.91374
942.626,117.26478,942.626,102.48556,942.626,84.59694,942.626,112.81347,942.626,96.45766,942.626,101.05502
941.013,116.83166,941.013,103.60413,941.013,83.53802,941.013,110.51909,941.013,101.20387,941.013,97.58827
939.4,111.75379,939.4,102.20395,939.4,78.77414,939.4,110.2409,939.4,103.27186,939.4,98.67526
937.786,102.00145,937.786,101.93062,937.786,77.0501,937.786,110.33525,937.786,105.8935,937.786,95.12263
936.173,96.02259,936.173,106.66223,936.173,73.12829,936.173,110.88995,936.173,107.71895,936.173,92.8086
934.559,92.4262,934.559,106.24069,934.559,75.38901,934.559,112.60888,934.559,103.67084,934.559,85.58697
932.944,87.25041,932.944,102.32566,932.944,73.70049,932.944,113.90129,932.944,99.96269,932.944,86.87453
931.33,87.42906,931.33,107.48509,931.33,73.76538,931.33,114.92557,931.33,101.33734,931.33,85.21111
929.715,82.54965,929.715,110.05981,929.715,81.13232,929.715,114.19926,929.715,99.83532,929.715,81.5396
928.1,80.61177,928.1,104.8491,928.1,78.82412,928.1,113.75588,928.1,95.22632,928.1,80.91822
926.484,84.69744,926.484,95.76756,926.484,78.49874,926.484,112.8272,926.484,90.35155,926.484,82.25881
924.868,82.7233,924.868,92.04495,924.868,81.52578,924.868,108.58084,924.868,87.11935,924.868,78.45399
923.252,77.72626,923.252,86.5802,923.252,86.47594,923.252,103.53858,923.252,84.62273,923.252,75.66857
921.636,73.02786,921.636,78.9093,921.636,84.41517,921.636,98.53839,921.636,83.46104,921.636,75.4484
920.019,66.57049,920.019,74.8317,920.019,84.70865,920.019,98.24363,920.019,80.15535,920.019,73.90878
918.402,64.63446,918.402,77.62129,918.402,86.65294,918.402,91.60669,918.402,76.38449,918.402,73.02784
916.785,60.83023,916.785,77.63915,916.785,90.07867,916.785,82.23193,916.785,74.17373,916.785,68.74718
915.167,53.03747,915.167,76.54529,915.167,86.98069,915.167,85.87911,915.167,72.37085,915.167,66.06125
913.549,54.62395,913.549,84.42344,913.549,81.47883,913.549,82.49174,913.549,66.98565,913.549,58.07435
911.931,54.98647,911.931,84.3975,911.931,79.36017,911.931,77.92033,911.931,65.39357,911.931,56.17863
910.312,53.68337,910.312,83.17315,910.312,73.72841,910.312,76.28115,910.312,64.7331,910.312,60.13211
908.693,56.00676,908.693,77.58724,908.693,69.57188,908.693,77.33007,908.693,66.41988,908.693,58.89195
907.074,51.75234,907.074,75.7025,907.074,64.16744,907.074,78.20412,907.074,63.55168,907.074,59.86447
905.455,49.5354,905.455,76.81243,905.455,61.65816,905.455,79.99554,905.455,60.00827,905.455,62.35324
903.835,54.18498,903.835,74.79248,903.835,60.13921,903.835,80.57929,903.835,56.47818,903.835,61.84277
902.215,55.23189,902.215,69.94832,902.215,61.07261,902.215,80.21174,902.215,52.63768,902.215,57.67533
900.594,50.7965,900.594,66.08627,900.594,63.42879,900.594,74.78641,900.594,51.49797,900.594,57.24816
898.974,53.22239,898.974,69.16471,898.974,62.54691,898.974,76.89839,898.974,55.56799,898.974,53.38738
897.353,56.1242,897.353,61.55135,897.353,64.35242,897.353,79.31307,897.353,52.1785,897.353,53.31518
895.731,57.83593,895.731,54.26007,895.731,57.85132,895.731,78.7895,895.731,48.99487,895.731,56.68236
894.11,58.89411,894.11,44.71347,894.11,58.0619,894.11,79.28514,894.11,43.65853,894.11,53.75362
892.488,54.29163,892.488,37.23839,892.488,55.54663,892.488,74.9034,892.488,45.19318,892.488,50.7011
890.866,55.52106,890.866,35.87355,890.866,54.16731,890.866,73.66419,890.866,42.93718,890.866,49.35528
889.243,54.96666,889.243,35.70116,889.243,50.81727,889.243,72.71722,889.243,37.80267,889.243,49.97771
887.62,49.11269,887.62,41.91946,887.62,50.3075,887.62,74.38766,887.62,31.99647,887.62,45.21577
885.997,48.86959,885.997,44.8169,885.997,49.0917,885.997,66.44567,885.997,30.39455,885.997,40.526
884.373,44.89566,884.373,42.51323,884.373,45.35067,884.373,66.72266,884.373,31.43442,884.373,35.6736
882.75,43.8879,882.75,42.85312,882.75,42.75959,882.75,66.6421,882.75,27.55019,882.75,35.1264
881.126,41.93627,881.126,50.35531,881.126,41.93995,881.126,63.71836,881.126,26.77515,881.126,33.80375
879.501,39.73206,879.501,45.18665,879.501,40.53711,879.501,64.22242,879.501,25.66065,879.501,33.5613
877.877,33.72227,877.877,44.94668,877.877,35.88179,877.877,56.6983,877.877,27.84639,877.877,33.504
876.252,29.01371,876.252,37.9409,876.252,40.74371,876.252,57.6708,876.252,29.26375,876.252,28.39406
874.626,22.90095,874.626,36.80326,874.626,43.34122,874.626,59.59334,874.626,27.63383,874.626,28.90449
873.001,22.44217,873.001,35.67681,873.001,41.9154,873.001,57.1369,873.001,28.81796,873.001,30.23565
871.375,23.33789,871.375,30.75401,871.375,43.75696,871.375,58.2925,871.375,31.98122,871.375,26.31298
869.748,21.48943,869.748,26.85448,869.748,41.02023,869.748,52.60185,869.748,38.79955,869.748,20.27691
868.122,17.59608,868.122,23.23582,868.122,41.09244,868.122,45.20735,868.122,38.73309,868.122,18.45351
866.495,15.36375,866.495,19.85941,866.495,38.52239,866.495,48.62475,866.495,42.15421,866.495,11.58113
864.868,14.51961,864.868,14.02882,864.868,34.55596,864.868,45.01429,864.868,43.0407,864.868,7.83401
863.241,16.43622,863.241,10.59854,863.241,32.65499,863.241,41.60599,863.241,37.03449,863.241,2.43215
861.613,16.82703,861.613,2.76832,861.613,32.55466,861.613,37.1693,861.613,35.77222,861.613,-4.73282
859.985,17.5871,859.985,2.22056,859.985,25.12822,859.985,29.62519,859.985,32.50969,859.985,-9.65327
858.356,19.87421,858.356,6.12231,858.356,24.16006,858.356,34.31068,858.356,27.76017,858.356,-10.5378
856.728,16.65807,856.728,7.39501,856.728,17.49104,856.728,34.72611,856.728,19.66981,856.728,-13.2306
855.099,16.71769,855.099,7.98036,855.099,9.70489,855.099,32.26328,855.099,14.5423,855.099,-16.42559
853.469,20.73889,853.469,8.71581,853.469,4.131,853.469,27.39475,853.469,12.37305,853.469,-12.13362
851.84,17.04204,851.84,11.85336,851.84,0.86171,851.84,31.88449,851.84,10.76612,851.84,-15.325
850.21,17.70366,850.21,10.55277,850.21,3.43049,850.21,32.68172,850.21,4.4769,850.21,-12.45644
848.58,15.39448,848.58,16.64464,848.58,-4.39146,848.58,34.21607,848.58,1.42701,848.58,-9.96053
846.949,17.06001,846.949,17.22089,846.949,-5.17046,846.949,34.09763,846.949,1.18631,846.949,-10.58816
845.318,12.79758,845.318,18.20978,845.318,-9.37348,845.318,32.14581,845.318,2.15022,845.318,-9.23219
843.687,15.56514,843.687,15.70892,843.687,-10.87419,843.687,39.3066,843.687,2.04566,843.687,-11.70701
842.056,16.19751,842.056,13.84918,842.056,-12.83241,842.056,41.13966,842.056,3.06825,842.056,-14.52775
840.424,19.19073,840.424,15.36348,840.424,-13.28681,840.424,35.71916,840.424,5.36555,840.424,-21.59191
838.792,19.12783,838.792,8.98964,838.792,-15.29014,838.792,39.58717,838.792,9.96533,838.792,-22.41127
837.159,17.92439,837.159,9.74315,837.159,-18.451,837.159,35.96947,837.159,8.83559,837.159,-22.34427
835.527,12.50002,835.527,12.02021,835.527,-14.16575,835.527,33.95614,835.527,2.49355,835.527,-19.06342
833.894,8.89846,833.894,12.27988,833.894,-11.93714,833.894,32.93869,833.894,3.65549,833.894,-24.28092
832.26,8.1515,832.26,10.16639,832.26,-14.85445,832.26,29.16742,832.26,2.88462,832.26,-26.33797
830.627,5.55795,830.627,5.34809,830.627,-16.91319,830.627,28.56002,830.627,-0.76796,830.627,-23.78101
828.993,2.76349,828.993,0.91976,828.993,-13.38942,828.993,25.34453,828.993,2.08716,828.993,-22.47065
827.358,0.44563,827.358,0.43383,827.358,-11.0284,827.358,21.18655,827.358,-4.03312,827.358,-21.39856
825.724,-1.88925,825.724,-3.2467,825.724,-9.00456,825.724,20.88026,825.724,-8.58002,825.724,-18.75976
824.089,-5.48942,824.089,-9.63541,824.089,-13.15555,824.089,18.90901,824.089,-12.02729,824.089,-14.31116
822.454,-3.74255,822.454,-16.32692,822.454,-15.306,822.454,10.29561,822.454,-9.68611,822.454,-9.34814
820.818,-5.33789,820.818,-21.20375,820.818,-14.87424,820.818,11.16495,820.818,-5.21518,820.818,-11.14147
819.183,-13.17446,819.183,-25.6116,819.183,-11.71034,819.183,15.73276,819.183,-4.38465,819.183,-12.4572
817.546,-9.70267,817.546,-24.90696,817.546,-8.87105,817.546,16.22624,817.546,-4.67011,817.546,-10.46696
815.91,-9.39575,815.91,-20.65813,815.91,-12.80562,815.91,17.7821,815.91,0.92282,815.91,-10.70354
814.273,-9.24707,814.273,-21.67558,814.273,-12.21352,814.273,20.57808,814.273,1.65634,814.273,-16.34541
812.636,-11.50919,812.636,-17.64207,812.636,-13.8535,812.636,25.23908,812.636,3.18525,812.636,-14.83576
810.999,-11.3557,810.999,-16.5642,810.999,-13.49997,810.999,27.03004,810.999,1.87483,810.999,-22.5104
809.361,-13.4414,809.361,-14.24247,809.361,-11.7742,809.361,24.97306,809.361,3.29477,809.361,-29.19468
807.723,-11.55306,807.723,-13.14027,807.723,-13.41919,807.723,26.39322,807.723,5.29633,807.723,-28.7208
806.085,-8.66943,806.085,-7.68429,806.085,-19.51827,806.085,27.70372,806.085,4.81984,806.085,-21.17906
804.446,-6.53967,804.446,-1.00207,804.446,-17.5833,804.446,25.38568,804.446,2.2702,804.446,-15.41834
802.808,-10.9003,802.808,2.06795,802.808,-15.9948,802.808,21.51804,802.808,2.15552,802.808,-13.99126
801.168,-9.77196,801.168,3.11939,801.168,-13.75343,801.168,17.68656,801.168,2.62072,801.168,-15.40258
799.529,-9.44388,799.529,3.66257,799.529,-10.83874,799.529,19.66597,799.529,-1.50584,799.529,-13.73975
797.889,-9.40411,797.889,4.6659,797.889,-7.01741,797.889,13.73109,797.889,-2.70002,797.889,-10.73654
796.249,-0.92609,796.249,6.27208,796.249,-1.02062,796.249,8.99459,796.249,-2.68328,796.249,-11.372
794.608,-0.63516,794.608,2.34133,794.608,-1.25027,794.608,5.40615,794.608,-2.92607,794.608,-17.25221
792.968,3.17499,792.968,-1.79261,792.968,-7.49509,792.968,2.0002,792.968,-2.12652,792.968,-14.75149
791.327,-1.22976,791.327,-5.96269,791.327,-13.03243,791.327,3.37505,791.327,3.49332,791.327,-14.37242
789.685,0.11076,789.685,-10.58085,789.685,-15.27704,789.685,-1.22691,789.685,6.0955,789.685,-14.26601
788.043,-0.39662,788.043,-14.97711,788.043,-12.99804,788.043,-1.28807,788.043,7.00542,788.043,-18.44908
786.401,-2.19185,786.401,-11.7727,786.401,-10.8965,786.401,-0.60649,786.401,9.4051,786.401,-16.97105
784.759,-0.3845,784.759,-9.99362,784.759,-9.4929,784.759,-0.49154,784.759,10.22685,784.759,-22.10448
783.117,-0.7811,783.117,-10.84856,783.117,-13.86036,783.117,1.69765,783.117,7.97124,783.117,-22.98149
781.474,-3.4482,781.474,-7.82738,781.474,-15.16492,781.474,5.30486,781.474,3.87644,781.474,-25.40675
779.83,-3.01285,779.83,-5.48002,779.83,-8.4596,779.83,5.5707,779.83,3.12087,779.83,-22.75069
778.187,-6.44168,778.187,-1.24719,778.187,-3.17249,778.187,0.000581797,778.187,1.8656,778.187,-23.87534
776.543,-7.53762,776.543,1.46295,776.543,-1.14955,776.543,-0.27162,776.543,8.04459,776.543,-21.78361
774.899,-7.98203,774.899,1.77904,774.899,-2.15969,774.899,0.14621,774.899,8.54273,774.899,-15.66452
773.254,-10.21797,773.254,3.75591,773.254,-2.55293,773.254,-4.26239,773.254,7.02521,773.254,-13.20298
771.609,-11.25196,771.609,-0.29743,771.609,3.50878,771.609,-4.22083,771.609,7.19178,771.609,-8.40183
769.964,-15.37241,769.964,-0.92808,769.964,8.99997,769.964,-7.60647,769.964,7.85948,769.964,-10.28715
768.319,-13.13155,768.319,-3.00494,768.319,10.189,768.319,-11.75703,768.319,4.54805,768.319,-15.31902
766.673,-11.622,766.673,-1.27014,766.673,14.51837,766.673,-6.58192,766.673,5.13289,766.673,-17.85569
765.027,-8.80165,765.027,-1.64228,765.027,14.19413,765.027,-7.91298,765.027,7.92797,765.027,-19.44018
763.381,-7.59269,763.381,-3.05436,763.381,9.24592,763.381,-0.96892,763.381,8.08001,763.381,-22.02892
761.734,-10.73962,761.734,-3.56391,761.734,6.4448,761.734,0.47175,761.734,7.95803,761.734,-24.2411
760.087,-7.65326,760.087,-2.38608,760.087,0.70903,760.087,4.63797,760.087,7.51409,760.087,-19.54754
758.44,-11.21756,758.44,-6.08294,758.44,-0.26979,758.44,11.10675,758.44,8.92363,758.44,-21.9725
756.792,-8.87205,756.792,-11.2452,756.792,3.07256,756.792,14.52335,756.792,4.90193,756.792,-23.85368
755.144,-9.37738,755.144,-11.03939,755.144,2.0037,755.144,19.38204,755.144,3.4684,755.144,-26.85179
753.496,-11.86164,753.496,-9.76905,753.496,-1.33284,753.496,22.60159,753.496,6.71707,753.496,-28.33312
751.847,-11.61988,751.847,-11.86151,751.847,-1.09393,751.847,26.32531,751.847,2.51108,751.847,-28.5878
750.198,-9.17108,750.198,-10.41571,750.198,0.49013,750.198,31.19797,750.198,0.30626,750.198,-29.74441
748.549,-4.67062,748.549,-13.44806,748.549,3.74258,748.549,33.80272,748.549,-1.42549,748.549,-31.089
746.9,-0.59854,746.9,-9.92613,746.9,8.5047,746.9,31.26673,746.9,-7.49529,746.9,-32.26175
745.25,-1.62392,745.25,-5.73533,745.25,8.64336,745.25,28.60346,745.25,-6.74714,745.25,-33.27708
743.6,-2.40634,743.6,-5.44594,743.6,10.9601,743.6,34.98071,743.6,-6.43424,743.6,-25.73674
741.949,2.11924,741.949,-4.09636,741.949,7.47463,741.949,31.96564,741.949,-2.69641,741.949,-22.34239
740.298,1.99073,740.298,-9.83989,740.298,7.74797,740.298,34.69348,740.298,-1.74059,740.298,-19.54268
738.647,2.79098,738.647,-7.07653,738.647,10.65986,738.647,31.45978,738.647,0.06487,738.647,-17.89294
736.996,-1.26043,736.996,-8.9556,736.996,11.94663,736.996,27.75659,736.996,2.92597,736.996,-22.25065
735.344,0.15565,735.344,-7.59554,735.344,10.45402,735.344,23.35898,735.344,0.69578,735.344,-21.33725
733.692,3.90699,733.692,-3.219,733.692,16.50826,733.692,24.08896,733.692,5.11965,733.692,-18.38434
732.04,-1.01575,732.04,-4.54482,732.04,21.74915,732.04,24.09103,732.04,4.58211,732.04,-19.21583
730.387,-1.35631,730.387,-0.95932,730.387,17.12572,730.387,23.28825,730.387,4.1749,730.387,-18.10722
728.734,-1.1394,728.734,0.87991,728.734,21.39265,728.734,16.81105,728.734,3.25035,728.734,-15.80055
727.081,1.12635,727.081,4.52362,727.081,22.10756,727.081,14.33303,727.081,6.74507,727.081,-18.176
725.427,-4.25257,725.427,7.52222,725.427,24.14628,725.427,13.57882,725.427,4.2351,725.427,-16.53395
723.773,-3.58781,723.773,9.91684,723.773,21.76614,723.773,17.80855,723.773,2.08597,723.773,-18.11477
722.119,-3.8866,722.119,11.23703,722.119,16.95341,722.119,15.26399,722.119,5.67769,722.119,-19.42973
720.465,-5.82147,720.465,14.49424,720.465,17.02552,720.465,11.4884,720.465,9.50216,720.465,-24.36101
718.81,-6.31663,718.81,10.9647,718.81,14.10519,718.81,12.08753,718.81,4.88276,718.81,-27.48194
717.155,-3.80185,717.155,8.37117,717.155,12.42184,717.155,10.29876,717.155,0.78241,717.155,-32.47975
715.499,2.85639,715.499,10.38986,715.499,10.55388,715.499,6.42174,715.499,-2.67661,715.499,-32.58277
713.843,1.68844,713.843,13.24981,713.843,7.38572,713.843,4.55458,713.843,-3.35283,713.843,-30.1396
712.187,3.98845,712.187,10.07087,712.187,2.12749,712.187,3.51621,712.187,-1.4959,712.187,-24.02613
710.531,7.14794,710.531,10.81977,710.531,4.07188,710.531,7.53253,710.531,2.30204,710.531,-18.09071
708.874,11.25027,708.874,12.90983,708.874,-1.77972,708.874,7.87265,708.874,3.3526,708.874,-20.13133
707.217,8.71818,707.217,9.07393,707.217,-3.42342,707.217,16.00644,707.217,-2.36979,707.217,-15.97012
705.56,8.75135,705.56,10.55839,705.56,-3.74159,705.56,13.30733,705.56,-2.6625,705.56,-13.89922
703.902,15.06542,703.902,7.02269,703.902,-2.83072,703.902,15.36257,703.902,-0.35638,703.902,-14.46234
702.244,20.03119,702.244,11.9107,702.244,-1.61497,702.244,13.6118,702.244,-0.64018,702.244,-10.22156
700.586,23.28124,700.586,6.84412,700.586,3.6639,700.586,15.08126,700.586,0.73954,700.586,-11.04828
698.927,23.78617,698.927,-0.15116,698.927,4.88941,698.927,18.02674,698.927,0.57471,698.927,-10.6238
697.268,30.17848,697.268,1.26583,697.268,1.45681,697.268,16.26793,697.268,0.26541,697.268,-9.99662
695.609,33.73806,695.609,1.34576,695.609,6.33186,695.609,12.3727,695.609,-2.83492,695.609,-6.50685
693.949,34.01951,693.949,1.01476,693.949,5.43279,693.949,12.23265,693.949,-1.77561,693.949,-8.4827
692.289,32.78975,692.289,-1.96699,692.289,1.92805,692.289,16.66875,692.289,-3.12977,692.289,-4.38388
690.629,33.13832,690.629,-6.379,690.629,-2.36067,690.629,21.51578,690.629,-1.94208,690.629,-11.77375
688.968,30.75246,688.968,-8.93927,688.968,0.69247,688.968,18.7655,688.968,2.81813,688.968,-15.69246
687.308,28.47729,687.308,-7.33965,687.308,0.68532,687.308,19.47893,687.308,-2.90272,687.308,-18.18761
685.646,25.17354,685.646,-14.4919,685.646,-1.84742,685.646,17.70598,685.646,-6.52539,685.646,-17.26505
683.985,21.66533,683.985,-13.68017,683.985,-0.95872,683.985,15.85411,683.985,-6.63646,683.985,-18.7691
682.323,13.6727,682.323,-11.21274,682.323,-2.11179,682.323,14.3956,682.323,-5.88601,682.323,-22.38479
680.661,5.82331,680.661,-11.96181,680.661,-5.89786,680.661,13.35084,680.661,-6.37084,680.661,-17.47897
678.999,4.57802,678.999,-10.29351,678.999,-11.00894,678.999,10.33547,678.999,-5.04755,678.999,-19.72403
677.336,-0.12156,677.336,-8.99695,677.336,-8.10307,677.336,12.06531,677.336,-5.61728,677.336,-24.26691
675.673,-3.99009,675.673,-5.60244,675.673,-7.15334,675.673,9.72779,675.673,-10.88556,675.673,-25.36685
674.009,-3.51381,674.009,-5.59809,674.009,-8.12469,674.009,14.06275,674.009,-8.64707,674.009,-21.87993
672.346,-5.68087,672.346,-2.21177,672.346,-3.84243,672.346,11.07451,672.346,-4.15027,672.346,-25.90186
670.682,0.20015,670.682,-0.14792,670.682,-2.9688,670.682,11.92737,670.682,-0.42626,670.682,-24.42187
669.017,0.06546,669.017,2.41211,669.017,0.22377,669.017,12.22308,669.017,-3.50606,669.017,-21.63261
667.353,0.83197,667.353,-2.8886,667.353,2.40535,667.353,12.90161,667.353,-2.79246,667.353,-18.62517
665.688,-0.09232,665.688,-4.09825,665.688,-1.05754,665.688,15.92668,665.688,0.53105,665.688,-19.86762
664.022,-3.03225,664.022,1.10372,664.022,1.01221,664.022,18.17376,664.022,-4.24021,664.022,-17.94765
662.357,-6.39418,662.357,1.77297,662.357,-3.36598,662.357,17.59761,662.357,-7.20695,662.357,-17.20027
660.691,-8.58091,660.691,-3.01257,660.691,-4.32616,660.691,20.08853,660.691,-7.12305,660.691,-20.14699
659.025,-7.73162,659.025,-6.72934,659.025,-7.10115,659.025,19.51719,659.025,-7.48232,659.025,-14.04557
657.358,-8.97684,657.358,-7.76068,657.358,-6.47874,657.358,20.88452,657.358,-8.66116,657.358,-16.91738
655.691,-7.65415,655.691,-10.94788,655.691,-5.17071,655.691,18.57643,655.691,-7.38495,655.691,-14.10362
654.024,-9.2062,654.024,-13.72527,654.024,-7.25575,654.024,14.31517,654.024,-10.8417,654.024,-10.58861
652.356,-16.63928,652.356,-13.15312,652.356,-5.62394,652.356,12.22059,652.356,-9.64935,652.356,-8.47001
650.688,-24.5675,650.688,-11.47865,650.688,-8.67841,650.688,13.41731,650.688,-12.19759,650.688,-7.31821
649.02,-26.33931,649.02,-11.66278,649.02,-12.11736,649.02,11.71403,649.02,-16.31091,649.02,-4.25701
647.352,-20.91304,647.352,-9.79079,647.352,-13.32278,647.352,12.82237,647.352,-11.22526,647.352,0.17191
645.683,-16.41215,645.683,-8.37939,645.683,-16.86602,645.683,10.86865,645.683,-6.48777,645.683,-3.46914
644.014,-16.36794,644.014,-13.25071,644.014,-13.1138,644.014,7.0035,644.014,-7.2349,644.014,-6.00822
642.344,-13.93932,642.344,-7.44193,642.344,-16.54371,642.344,9.90186,642.344,-2.60906,642.344,-5.78749
640.675,-13.83803,640.675,-4.14494,640.675,-16.42701,640.675,16.1536,640.675,2.71769,640.675,-4.06559
639.005,-11.75789,639.005,0.32798,639.005,-15.99919,639.005,19.1215,639.005,1.99236,639.005,-5.05846
637.334,-6.67402,637.334,2.13397,637.334,-17.40958,637.334,18.41684,637.334,4.85771,637.334,-0.40275
635.664,-5.39007,635.664,1.44704,635.664,-12.11785,635.664,20.29469,635.664,5.62995,635.664,-3.96579
633.993,-4.55842,633.993,4.95963,633.993,-12.99563,633.993,21.00366,633.993,9.64986,633.993,-4.06343
632.321,-10.31793,632.321,5.88853,632.321,-12.50766,632.321,25.24417,632.321,8.43687,632.321,-7.60902
630.649,-10.41729,630.649,12.00547,630.649,-10.79369,630.649,23.44922,630.649,1.83105,630.649,-3.06093
628.978,-11.65408,628.978,10.39933,628.978,-12.7406,628.978,20.00578,628.978,0.34576,628.978,-7.37676
627.305,-10.42488,627.305,4.91026,627.305,-4.78656,627.305,18.78626,627.305,0.03782,627.305,-9.84758
625.633,-15.25639,625.633,8.60261,625.633,-6.41798,625.633,13.03748,625.633,2.02758,625.633,-6.19146
623.96,-17.35575,623.96,10.01636,623.96,-5.13784,623.96,10.83604,623.96,3.15263,623.96,-8.90854
622.286,-12.80916,622.286,7.22267,622.286,-2.13251,622.286,4.53186,622.286,2.27142,622.286,-12.65137
620.613,-15.78046,620.613,8.60381,620.613,2.16099,620.613,1.8102,620.613,2.56933,620.613,-12.03103
618.939,-13.41794,618.939,8.77342,618.939,5.22542,618.939,1.93546,618.939,-1.76159,618.939,-9.03599
617.265,-10.68656,617.265,-1.10762,617.265,6.11765,617.265,2.4418,617.265,-5.00716,617.265,-7.08704
615.59,-5.06742,615.59,-3.97694,615.59,6.6193,615.59,-2.69802,615.59,-1.99639,615.59,-8.04574
613.915,-1.12657,613.915,-7.05389,613.915,5.40781,613.915,0.92041,613.915,3.87239,613.915,-7.5087
612.24,1.29649,612.24,-6.21857,612.24,0.65223,612.24,-3.25608,612.24,0.80223,612.24,-9.98266
610.564,2.57102,610.564,-5.9906,610.564,0.14212,610.564,-4.87959,610.564,-0.47202,610.564,-5.96922
608.889,-0.98658,608.889,-0.46822,608.889,-2.542,608.889,-0.90675,608.889,1.55161,608.889,-1.07717
607.212,1.23338,607.212,0.69191,607.212,2.64399,607.212,1.09417,607.212,-1.2461,607.212,1.27613
605.536,5.07455,605.536,2.00291,605.536,3.8878,605.536,4.09545,605.536,0.63442,605.536,3.71652
603.859,7.59135,603.859,5.67193,603.859,11.38581,603.859,1.49827,603.859,4.55934,603.859,1.72965
602.182,8.36929,602.182,5.04094,602.182,17.61169,602.182,1.59364,602.182,6.39034,602.182,0.9502
600.505,8.58478,600.505,12.23062,600.505,16.75262,600.505,6.03399,600.505,5.87668,600.505,5.90555
598.827,8.52662,598.827,14.73324,598.827,17.36331,598.827,8.54049,598.827,4.03132,598.827,6.1694
597.149,11.2871,597.149,18.00997,597.149,15.78666,597.149,6.65048,597.149,5.99413,597.149,3.30041
595.47,11.6634,595.47,17.83515,595.47,19.54216,595.47,10.62632,595.47,10.16894,595.47,-4.94012
593.792,9.80437,593.792,17.54319,593.792,18.99442,593.792,16.28835,593.792,13.15464,593.792,-4.88993
592.113,8.39945,592.113,18.53354,592.113,15.3451,592.113,15.60093,592.113,18.49141,592.113,-5.2894
590.433,12.16875,590.433,14.77956,590.433,16.90283,590.433,19.64091,590.433,19.73149,590.433,-11.24533
588.754,15.32972,588.754,11.3423,588.754,17.35269,588.754,20.57945,588.754,22.03101,588.754,-16.50972
587.074,17.01804,587.074,12.22924,587.074,17.70223,587.074,25.09384,587.074,28.071,587.074,-16.6616
585.393,21.88282,585.393,8.987,585.393,20.39658,585.393,30.23308,585.393,30.1278,585.393,-15.51334
583.713,20.39434,583.713,7.4582,583.713,18.94138,583.713,36.45923,583.713,35.81987,583.713,-15.92233
582.032,20.13407,582.032,10.26628,582.032,13.99248,582.032,38.90988,582.032,38.72203,582.032,-17.6003
580.35,22.74512,580.35,10.50213,580.35,10.54883,580.35,43.33006,580.35,40.30201,580.35,-9.96661
578.669,21.29738,578.669,17.15695,578.669,10.89844,578.669,43.66163,578.669,43.00756,578.669,-10.00825
576.987,19.70724,576.987,20.69703,576.987,12.4265,576.987,49.58728,576.987,44.43429,576.987,-0.85959
575.305,17.57085,575.305,23.80035,575.305,13.88145,575.305,51.58886,575.305,45.54434,575.305,3.01918
573.622,22.15201,573.622,28.12584,573.622,10.7589,573.622,54.24384,573.622,44.6144,573.622,12.25053
571.939,24.39762,571.939,32.36653,571.939,11.36311,571.939,54.12662,571.939,41.87587,571.939,17.55262
570.256,22.22047,570.256,39.68337,570.256,14.76023,570.256,55.93272,570.256,41.52067,570.256,20.80196
568.572,24.83685,568.572,42.02272,568.572,15.88756,568.572,52.85673,568.572,37.28456,568.572,28.71359
566.888,33.52163,566.888,45.90307,566.888,13.08714,566.888,57.54129,566.888,35.97718,566.888,33.72816
565.204,43.88327,565.204,45.82549,565.204,19.18082,565.204,58.65098,565.204,36.18833,565.204,31.00098
563.52,46.99785,563.52,42.24989,563.52,25.74912,563.52,58.83242,563.52,35.25556,563.52,33.08752
561.835,49.78183,561.835,45.32321,561.835,31.67331,561.835,62.58874,561.835,35.86455,561.835,36.46992
560.15,49.95936,560.15,44.80428,560.15,33.35465,560.15,60.7223,560.15,35.57717,560.15,41.04149
558.464,51.87627,558.464,45.98071,558.464,39.83656,558.464,57.47523,558.464,35.33311,558.464,38.1008
556.778,54.80609,556.778,44.4558,556.778,44.9089,556.778,59.04394,556.778,37.27863,556.778,39.26636
555.092,57.70763,555.092,45.10324,555.092,52.46744,555.092,59.20776,555.092,36.94491,555.092,40.60597
553.406,60.94025,553.406,49.69315,553.406,54.11968,553.406,59.68983,553.406,39.58735,553.406,35.71123
